Date,Price
2024-03-02 14:00:00,3416.46
2024-03-02 15:00:00,3421.98
2024-03-02 16:00:00,3427.91
2024-03-02 17:00:00,3418.26
2024-03-02 18:00:00,3434.14
2024-03-02 19:00:00,3429.36
2024-03-02 20:00:00,3409.95
2024-03-02 21:00:00,3411.9
2024-03-02 22:00:00,3407.67
2024-03-02 23:00:00,3423.65
2024-03-03 00:00:00,3430.23
2024-03-03 01:00:00,3432.99
2024-03-03 02:00:00,3418.41
2024-03-03 03:00:00,3433.59
2024-03-03 04:00:00,3442.29
2024-03-03 05:00:00,3423.76
2024-03-03 06:00:00,3414.61
2024-03-03 07:00:00,3395.49
2024-03-03 08:00:00,3397.4
2024-03-03 09:00:00,3408.94
2024-03-03 10:00:00,3402.67
2024-03-03 11:00:00,3414.94
2024-03-03 12:00:00,3421.86
2024-03-03 13:00:00,3431.03
2024-03-03 14:00:00,3421.6
2024-03-03 15:00:00,3424.56
2024-03-03 16:00:00,3481.97
2024-03-03 17:00:00,3463.36
2024-03-03 18:00:00,3471.81
2024-03-03 19:00:00,3467.14
2024-03-03 20:00:00,3470.43
2024-03-03 21:00:00,3478.77
2024-03-03 22:00:00,3474.17
2024-03-03 23:00:00,3489.57
2024-03-04 00:00:00,3487.12
2024-03-04 01:00:00,3480.4
2024-03-04 02:00:00,3489.88
2024-03-04 03:00:00,3474.3
2024-03-04 04:00:00,3486.09
2024-03-04 05:00:00,3467.45
2024-03-04 06:00:00,3474.52
2024-03-04 07:00:00,3480.45
2024-03-04 08:00:00,3535.63
2024-03-04 09:00:00,3525.28
2024-03-04 10:00:00,3499.02
2024-03-04 11:00:00,3508.35
2024-03-04 12:00:00,3508.06
2024-03-04 13:00:00,3492.27
2024-03-04 14:00:00,3538.22
2024-03-04 15:00:00,3562.87
2024-03-04 16:00:00,3553.32
2024-03-04 17:00:00,3547.36
2024-03-04 18:00:00,3598.54
2024-03-04 19:00:00,3597.0
2024-03-04 20:00:00,3589.42
2024-03-04 21:00:00,3584.23
2024-03-04 22:00:00,3611.91
2024-03-04 23:00:00,3631.85
2024-03-05 00:00:00,3623.39
2024-03-05 01:00:00,3648.53
2024-03-05 02:00:00,3628.25
2024-03-05 03:00:00,3693.63
2024-03-05 04:00:00,3697.5
2024-03-05 05:00:00,3716.4
2024-03-05 06:00:00,3714.29
2024-03-05 07:00:00,3676.79
2024-03-05 08:00:00,3694.0
2024-03-05 09:00:00,3690.55
2024-03-05 10:00:00,3711.62
2024-03-05 11:00:00,3733.54
2024-03-05 12:00:00,3759.97
2024-03-05 13:00:00,3781.58
2024-03-05 14:00:00,3807.67
2024-03-05 15:00:00,3785.08
2024-03-05 16:00:00,3686.45
2024-03-05 17:00:00,3687.41
2024-03-05 18:00:00,3613.62
2024-03-05 19:00:00,3371.45
2024-03-05 20:00:00,3390.9
2024-03-05 21:00:00,3523.17
2024-03-05 22:00:00,3508.42
2024-03-05 23:00:00,3557.93
2024-03-06 00:00:00,3567.39
